#separator:tab
#html:true
～か<ruby><rb>月</rb><rt>げつ</rt></ruby>	"～か<ruby><rb>月</rb><rt>げつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

～かげつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) period of months</span>

<hr>

2か<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>日本</rb><rt>にほん</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ました。<br>
I came to Japan 2 months ago.


<br><br>

Note: also written as ～ヵ月、～ヶ月、～カ月、～ケ月
"
ギター	"ギター

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ギター<br>
<span style=""color:turquoise"">(<strong>n</strong>) guitar</span>

<hr>

<ruby><rb>先週</rb><rt>せんしゅう</rt></ruby>の<ruby><rb>月曜日</rb><rt>げつようび</rt></ruby>にギターを<ruby><rb>弾</rb><rt>ひ</rt></ruby>きました。<br>
I played guitar last week Monday.

"
キログラム	"キログラム

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

キログラム<br>
<span style=""color:turquoise"">(<strong>n</strong>) kilogram</span>

<hr>

<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>体重</rb><rt>たいじゅう</rt></ruby>は60キログラムです。<br>
My weight is 60 kg.


<br><br>

Note: also abbreviated as キロ
"
キロメートル	"キロメートル

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

キロメートル<br>
<span style=""color:turquoise"">(<strong>n</strong>) kilometer</span>

<hr>

ここから<ruby><rb>川</rb><rt>かわ</rt></ruby>まで3キロメートルくらいです。<br>
It is about 3 km from here to the river.


<br><br>

Note: also abbreviated as キロ
"
クラス	"クラス

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

クラス<br>
<span style=""color:turquoise"">(<strong>n</strong>) class</span>

<hr>

<ruby><rb>僕</rb><rt>ぼく</rt></ruby>のクラスの<ruby><rb>友達</rb><rt>ともだち</rt></ruby>だよ。<br>
She's my classmate.

"
グラム	"グラム

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

グラム<br>
<span style=""color:turquoise"">(<strong>n</strong>) gram (unit of measure)</span>

<hr>

<ruby><rb>次</rb><rt>つぎ</rt></ruby>、ボールに200グラムの<ruby><rb>水</rb><rt>みず</rt></ruby>と200グラムの<ruby><rb>砂糖</rb><rt>さとう</rt></ruby>を<ruby><rb>入</rb><rt>い</rt></ruby>れます。<br>
Next, put 200g of water and 200g of sugar in the bowl.

"
コート	"コート

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

コート<br>
<span style=""color:turquoise"">(<strong>n</strong>) coat | court (i.e. tennis, basketball, etc.)</span>

<hr>

このコートは<ruby><rb>暖</rb><rt>あたた</rt></ruby>かい。<br>
This coat is warm.

"
コーヒー	"コーヒー

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

コーヒー<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) cofee</span>

<hr>

あの<ruby><rb>喫茶店</rb><rt>きっさてん</rt></ruby>に<ruby><rb>色々</rb><rt>いろいろ</rt></ruby>なコーヒーがあります。<br>
There are various kids of coffee at that coffee shop.

"
ここ	"ここ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ここ<br>
<span style=""color:turquoise"">(<strong>n</strong>) here</span>

<hr>

ここはあなたの<ruby><rb>机</rb><rt>つくえ</rt></ruby>です。<br>
This is your desk.

"
こちら	"こちら

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こちら<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) this way; this direction</span>

<hr>

こちらが<ruby><rb>食堂</rb><rt>しょくどう</rt></ruby>で、そちらはトイレです。<br>
This way is the caffeteria, that way is the toilet.

"
こっち	"こっち

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こっち<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) this way; this direction</span>

<hr>

こっちが<ruby><rb>食堂</rb><rt>しょくどう</rt></ruby>で、そっちはトイレ。<br>
This way is the caffeteria, that way is the toilet.

"
コップ	"コップ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

コップ<br>
<span style=""color:turquoise"">(<strong>n</strong>) cup; glass</span>

<hr>

コップにお<ruby><rb>茶</rb><rt>ちゃ</rt></ruby>を<ruby><rb>入</rb><rt>い</rt></ruby>れました。<br>
I put tea in the glass.

"
この	"この

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

この<br>
<span style=""color:turquoise"">(<strong>adj-pn</strong>) this (something or someone close to the speaker)</span>

<hr>

この<ruby><rb>人</rb><rt>ひと</rt></ruby>は<ruby><rb>同</rb><rt>おな</rt></ruby>じクラスのトムです。<br>
This is Tom, from my class.

"
コピー	"コピー

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

コピー<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) copy; photocopy</span>

<hr>

この10<ruby><rb>枚</rb><rt>まい</rt></ruby>のレポートをコピーしてください。<br>
Please copy this 10 page report.

"
これ	"これ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

これ<br>
<span style=""color:turquoise"">(<strong>pn</strong>) this</span>

<hr>

これは<ruby><rb>何</rb><rt>なん</rt></ruby>ですか？<br>
What is this?

"
こんな	"こんな

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こんな<br>
<span style=""color:turquoise"">(<strong>adj-pn</strong>) such ; like this</span>

<hr>

パリにこんな<ruby><rb>美味</rb><rt>おい</rt></ruby>しいラーメンがあると<ruby><rb>思</rb><rt>おも</rt></ruby>わなかった。<br>
I didn't think there was ramen this delicious in Paris.

"
ご<ruby><rb>主人</rb><rt>しゅじん</rt></ruby>	"ご<ruby><rb>主人</rb><rt>しゅじん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ごしゅじん<br>
<span style=""color:turquoise"">(<strong>n</strong>) (hon) your husband</span>

<hr>

<ruby><rb>今日</rb><rt>きょう</rt></ruby>ご<ruby><rb>主人</rb><rt>しゅじん</rt></ruby>は<ruby><rb>休</rb><rt>やす</rt></ruby>みですか？<br>
Is your husband off (from work) today?

"
さあ	"さあ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さあ<br>
<span style=""color:turquoise"">(<strong>conj,int</strong>) come along; go on | well; who knows</span>

<hr>

さあ、<ruby><rb>行</rb><rt>い</rt></ruby>こう！<br>
Well, let's go!

"
しかし	"しかし

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しかし<br>
<span style=""color:turquoise"">(<strong>conj</strong>) however; but</span>

<hr>

この<ruby><rb>店</rb><rt>てん</rt></ruby>が<ruby><rb>高</rb><rt>たか</rt></ruby>いです。しかし、<ruby><rb>製品</rb><rt>せいひん</rt></ruby>の<ruby><rb>質</rb><rt>しつ</rt></ruby>が<ruby><rb>良</rb><rt>い</rt></ruby>いです。<br>
This store is expensive.  But, the goods are of high quality.

"
じゃ、じゃあ	"じゃ、じゃあ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じゃ、じゃあ<br>
<span style=""color:turquoise"">(<strong>conj,int</strong>) then; well; so; well then</span>

<hr>

「<ruby><rb>中華</rb><rt>ちゅうか</rt></ruby>があまり<ruby><rb>好</rb><rt>す</rt></ruby>きじゃない。」「じゃ、タイにしよう。」<br>
""I don't really like chinese.""  ""Well then, let's do Italian.""

"
シャツ	"シャツ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

シャツ<br>
<span style=""color:turquoise"">(<strong>n</strong>) shirt; under shirt</span>

<hr>

トムは<ruby><rb>白</rb><rt>しろ</rt></ruby>いシャツを<ruby><rb>着</rb><rt>き</rt></ruby>た。<br>
Tom put on a white shirt.

"
シャワー	"シャワー

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

シャワー<br>
<span style=""color:turquoise"">(<strong>n</strong>) shower</span>

<hr>

<ruby><rb>何時</rb><rt>なんじ</rt></ruby>にシャワーを<ruby><rb>浴</rb><rt>あ</rt></ruby>びますか？<br>
What time will you take a shower?

"
スカート	"スカート

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

スカート<br>
<span style=""color:turquoise"">(<strong>n</strong>) skirt</span>

<hr>

<ruby><rb>白</rb><rt>しろ</rt></ruby>いスカートより<ruby><rb>黒</rb><rt>くろ</rt></ruby>いのが<ruby><rb>好</rb><rt>す</rt></ruby>きです。<br>
I like the black skirt better than the white one.

"
すぐに	"すぐに

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

すぐに<br>
<span style=""color:turquoise"">(<strong>adv</strong>) immediately; right away</span>

<hr>

すぐに<ruby><rb>戻</rb><rt>もど</rt></ruby>ります。<br>
I'll be right back.

"
ストーブ	"ストーブ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ストーブ<br>
<span style=""color:turquoise"">(<strong>n</strong>) (room) heater; stove</span>

<hr>

<ruby><rb>冬</rb><rt>ふゆ</rt></ruby>に<ruby><rb>古</rb><rt>ふる</rt></ruby>いストーブで<ruby><rb>部屋</rb><rt>へや</rt></ruby>を<ruby><rb>暖</rb><rt>あたた</rt></ruby>めます。<br>
I heat my room using an old stove during winter.

"
スプーン	"スプーン

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

スプーン<br>
<span style=""color:turquoise"">(<strong>n</strong>) spoon</span>

<hr>

スプーンでスープを<ruby><rb>食</rb><rt>た</rt></ruby>べる。<br>
To eat soup with a spoon

"
スポーツ	"スポーツ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

スポーツ<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) sport; sports</span>

<hr>

スポーツをやるのが<ruby><rb>好</rb><rt>す</rt></ruby>きですけど、<ruby><rb>見</rb><rt>み</rt></ruby>るのはあまり<ruby><rb>好</rb><rt>す</rt></ruby>きじゃないです。<br>
I enjoy playing sports, but not really watching them.

"
ズボン	"ズボン

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ズボン<br>
<span style=""color:turquoise"">(<strong>n</strong>) trousers; pants</span>

<hr>

このズボンがちょっと<ruby><rb>小</rb><rt>ちい</rt></ruby>さい。<br>
These pants are a bit small.

"
スリッパ	"スリッパ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

スリッパ<br>
<span style=""color:turquoise"">(<strong>n</strong>) slipper; slippers</span>

<hr>

スリッパを<ruby><rb>脱</rb><rt>ぬ</rt></ruby>いで、<ruby><rb>風呂</rb><rt>ふろ</rt></ruby>に<ruby><rb>入</rb><rt>はい</rt></ruby>って。<br>
Take off your slippers then go into the bath.

"
する	"する

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

する<br>
<span style=""color:turquoise"">(<strong>vs-i</strong>) to do</span>

<hr>

<ruby><rb>天気</rb><rt>てんき</rt></ruby>が<ruby><rb>良</rb><rt>い</rt></ruby>い<ruby><rb>日</rb><rt>ひ</rt></ruby>に<ruby><rb>洗濯</rb><rt>せんたく</rt></ruby>をします。<br>
I will do the laundry on a day with good weather.

"
セーター	"セーター

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

セーター<br>
<span style=""color:turquoise"">(<strong>n</strong>) sweater; jumper</span>

<hr>

このセーターは<ruby><rb>暖</rb><rt>あたた</rt></ruby>かい。<br>
This sweater is warm.

"
ゼロ	"ゼロ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ゼロ<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) zero</span>

<hr>

<ruby><rb>一</rb><rt>いち</rt></ruby>の<ruby><rb>前</rb><rt>まえ</rt></ruby>はゼロです。<br>
Zero comes before one.

"
そうして	"そうして

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そうして<br>
<span style=""color:turquoise"">(<strong>conj</strong>) and; like that</span>

<hr>

<ruby><rb>頭</rb><rt>あたま</rt></ruby>が<ruby><rb>痛</rb><rt>いた</rt></ruby>かったです。そうして、<ruby><rb>熱</rb><rt>ねつ</rt></ruby>も<ruby><rb>出</rb><rt>で</rt></ruby>ました。<br>
My head was sore.  Then I had a fever.

"
そうです	"そうです

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そうです<br>
<span style=""color:turquoise"">(<strong>exp</strong>) that is so; that is right</span>

<hr>

<br>


"
そこ	"そこ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そこ<br>
<span style=""color:turquoise"">(<strong>n</strong>) there (place)</span>

<hr>

そこにいて。<br>
Stay there.

"
そして	"そして

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そして<br>
<span style=""color:turquoise"">(<strong>conj</strong>) and; and then; thus</span>

<hr>

<ruby><rb>頭</rb><rt>あたま</rt></ruby>が<ruby><rb>痛</rb><rt>いた</rt></ruby>かったです。そして、<ruby><rb>熱</rb><rt>ねつ</rt></ruby>も<ruby><rb>出</rb><rt>で</rt></ruby>ました。<br>
My head was sore.  Then I had a fever.

"
そちら	"そちら

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そちら<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) that way; that direction</span>

<hr>

そちらの<ruby><rb>天気</rb><rt>てんき</rt></ruby>はどうですか。<br>
How's the weather there?

"
そっち	"そっち

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そっち<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) that way; that direction</span>

<hr>

そっちの<ruby><rb>天気</rb><rt>てんき</rt></ruby>は？<br>
How's the weather there?

"
その	"その

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

その<br>
<span style=""color:turquoise"">(<strong>adj-pn</strong>) that (something or someone distant from the speaker but close to the listener)</span>

<hr>

どうしてその<ruby><rb>服</rb><rt>ふく</rt></ruby>がほしいですか？<br>
Why do you want those clothes?

"
それ	"それ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

それ<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) that</span>

<hr>

それは<ruby><rb>私</rb><rt>わたし</rt></ruby>のです。<br>
That is mine.

"
それから	"それから

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

それから<br>
<span style=""color:turquoise"">(<strong>exp</strong>) and then; after that</span>

<hr>

それから<ruby><rb>1週間</rb><rt>いっしゅうかん</rt></ruby><ruby><rb>後</rb><rt>ご</rt></ruby><ruby><rb>彼</rb><rt>かれ</rt></ruby>に<ruby><rb>会</rb><rt>あ</rt></ruby>いました。<br>
I met him 1 week after that.

"
それでは	"それでは

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

それでは<br>
<span style=""color:turquoise"">(<strong>exp</strong>) well then ... | in that situation</span>

<hr>

「イタリアン<ruby><rb>料理</rb><rt>りょうり</rt></ruby>はあまり<ruby><rb>好</rb><rt>す</rt></ruby>きじゃないです。」「それでは、フランス<ruby><rb>料理</rb><rt>りょうり</rt></ruby>を<ruby><rb>食</rb><rt>た</rt></ruby>べましょう。」<br>
""I don't really like Italian food.""  ""Well then, let's eat French.""

"
たいてい	"たいてい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たいてい<br>
<span style=""color:turquoise"">(<strong>adj-na,adv,n</strong>) mostly; ordinarily; usually; generally</span>

<hr>

たいてい<ruby><rb>遅</rb><rt>おそ</rt></ruby>くまで<ruby><rb>寝</rb><rt>ね</rt></ruby>ます。<br>
I usually sleep late.

"
タクシー	"タクシー

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

タクシー<br>
<span style=""color:turquoise"">(<strong>n</strong>) taxi</span>

<hr>

タクシーに<ruby><rb>乗</rb><rt>の</rt></ruby>りました。<br>
I rode the taxi.

"
タバコ	"タバコ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

タバコ<br>
<span style=""color:turquoise"">(<strong>n</strong>) tobacco; cigarette</span>

<hr>

タバコを<ruby><rb>吸</rb><rt>す</rt></ruby>う<br>
To smoke a cigarette

"
だんだん	"だんだん

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

だんだん<br>
<span style=""color:turquoise"">(<strong>adv,adv-to</strong>) more and more; increasingly</span>

<hr>

だんだん<ruby><rb>暖</rb><rt>あたた</rt></ruby>かくなります。<br>
It will get warmer and warmer.

"
ちょうど	"ちょうど

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちょうど<br>
<span style=""color:turquoise"">(<strong>adv</strong>) exactly; precisely</span>

<hr>

ちょうど12<ruby><rb>時</rb><rt>じ</rt></ruby><ruby><rb>半</rb><rt>はん</rt></ruby>です。<br>
It is exactly 12:30.

"
ちょっと	"ちょっと

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちょっと<br>
<span style=""color:turquoise"">(<strong>adv</strong>) just a little</span>

<hr>

ちょっといいですか。<br>
Do you have a minute?

"
つける	"つける

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

つける<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to turn on; to switch on</span>

<hr>

<ruby><rb>電気</rb><rt>でんき</rt></ruby>をつける<br>
To turn on the lights

"
テープ	"テープ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

テープ<br>
<span style=""color:turquoise"">(<strong>n</strong>) tape</span>

<hr>

このテープはくっつかない。<br>
This tape doesn't stick.

"
テーブル	"テーブル

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

テーブル<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) table</span>

<hr>

テーブルの<ruby><rb>下</rb><rt>した</rt></ruby>にあります。<br>
It is under the table.

"
テスト	"テスト

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

テスト<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) test</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby>はテストがあります。<br>
We have a test tomorrow.

"
では	"では

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

では<br>
<span style=""color:turquoise"">(<strong>conj,int</strong>) then; well; so; well then</span>

<hr>

では、<ruby><rb>試験</rb><rt>しけん</rt></ruby>を<ruby><rb>始</rb><rt>はじ</rt></ruby>めます。<br>
So, begin the test.

"
デパート	"デパート

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

デパート<br>
<span style=""color:turquoise"">(<strong>n</strong>) (abbr) department store</span>

<hr>

デパートの<ruby><rb>果物</rb><rt>くだもの</rt></ruby>が<ruby><rb>高</rb><rt>たか</rt></ruby>い。<br>
Fruits at the department store are expensive.

"
